Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Soil Type,Period of Month,Crop
149.14,19.47,34.63,7.96,46.85,21.23,Loamy,Kharif,French beans
43.83,152.96,72.82,6.31,87.76,16.61,Loamy,Kharif,Vegetable cowpea
82.08,47.47,80.82,6.91,62.3,23.89,Loamy,Kharif,Cluster beans
101.0,63.67,130.1,7.73,77.91,22.08,Clayey,Rabi,Potato
10.03,35.85,33.33,5.61,32.25,28.85,Sandy,Kharif,Muskmelon
47.16,24.21,24.23,6.22,34.8,38.21,Silty,Zaid,Tomato
26.43,112.98,104.16,6.31,55.76,19.2,Loamy,Kharif,Chow chow
79.99,177.45,10.77,6.64,60.03,26.56,Silty,Kharif,Snake gourd
122.7,198.85,74.32,6.38,60.73,21.0,Loamy,Zaid,Cucumber
34.1,98.04,30.15,5.01,38.73,18.39,Loamy,Kharif,Broad beans
17.77,91.59,132.15,6.72,45.0,22.89,Sandy,Kharif,Cabbage (Hills)
64.54,182.99,49.67,5.32,73.64,16.68,Silty,Kharif,Gherkin
113.06,40.51,50.17,7.89,32.16,37.38,Silty,Kharif,French beans
19.84,167.19,77.17,7.47,46.69,16.65,Silty,Kharif,French beans
121.72,141.88,57.76,5.19,89.01,37.17,Sandy,Zaid,Tomato
23.22,160.44,12.46,5.27,77.99,39.52,Silty,Kharif,Muskmelon
87.58,110.28,82.19,5.5,41.71,18.71,Sandy,Kharif,Plains
134.43,197.24,32.0,7.38,81.49,32.8,Clayey,Kharif,Ribbed gourd
148.65,189.61,48.13,7.04,63.59,21.98,Silty,Kharif,French beans
65.51,168.92,145.57,6.85,84.96,27.52,Clayey,Kharif,Bellar y onion
107.38,124.06,139.67,6.7,32.41,25.29,Clayey,Kharif,Ribbed gourd
34.06,117.98,116.31,7.78,78.47,19.82,Silty,Kharif,Bellar y onion
141.85,38.66,70.79,7.28,46.7,16.87,Sandy,Kharif,Bitter gourd
30.9,68.21,84.5,7.18,70.46,35.9,Sandy,Kharif,Cauliflower (Hills)
22.2,177.2,93.93,7.57,58.39,32.05,Silty,Kharif,Snake gourd
54.25,61.77,106.96,7.89,71.71,35.88,Sandy,Kharif,Gherkin
89.89,68.81,65.99,5.12,56.06,19.25,Silty,Kharif,Vegetable cowpea
136.4,81.62,87.37,7.07,46.61,34.65,Clayey,Kharif,Plains
56.94,100.36,114.92,7.57,69.79,34.0,Silty,Kharif,Ash gourd
94.47,98.69,72.55,7.91,88.51,21.86,Sandy,Kharif,Beetroot
106.36,88.99,59.49,7.35,56.21,33.73,Silty,Kharif,Muskmelon
37.43,104.33,30.6,5.12,79.54,25.46,Silty,Kharif,Tapioca (Irrigated crops)
128.69,197.15,40.21,7.66,53.05,18.95,Loamy,Kharif,Plains
72.92,81.07,40.76,6.36,30.86,35.76,Silty,Kharif,French beans
50.96,131.46,98.82,6.36,62.78,36.36,Silty,Kharif,Radish
71.1,147.62,16.46,7.47,84.31,37.23,Clayey,Kharif,Bitter gourd
140.75,108.42,114.41,6.44,64.51,33.95,Loamy,Kharif,Beetroot
42.52,102.59,129.73,7.04,64.05,37.03,Clayey,Kharif,Bellar y onion
35.44,87.22,35.98,7.16,85.3,30.49,Clayey,Kharif,Baby corn
112.13,130.49,143.55,5.19,77.49,39.53,Silty,Kharif,Bellar y onion
11.08,110.13,40.16,7.6,67.55,27.07,Silty,Kharif,Tapioca (Irrigated crops)
133.51,106.78,37.73,6.23,75.74,29.03,Silty,Kharif,Plains
40.77,13.26,73.18,5.63,38.15,28.24,Silty,Kharif,Plains
134.85,131.74,84.96,6.37,83.35,39.96,Loamy,Kharif,Radish
20.78,161.53,114.87,6.38,32.79,37.65,Sandy,Kharif,Broad beans
81.7,34.71,94.42,5.86,59.52,18.92,Silty,Kharif,French beans
25.9,179.94,117.96,6.0,54.73,34.71,Clayey,Kharif,Chow chow
126.1,98.8,89.72,5.2,81.49,19.41,Clayey,Kharif,Bellar y onion
140.46,151.76,108.26,7.53,60.65,19.96,Clayey,Kharif,Muskmelon
37.01,110.55,58.51,5.04,80.02,16.26,Silty,Zaid,Tomato
129.89,131.79,59.68,7.02,60.29,17.11,Loamy,Kharif,Cauliflower (Hills)
36.07,50.84,27.65,7.41,82.81,37.45,Loamy,Rabi,Potato
130.38,127.77,35.74,6.2,81.04,20.16,Silty,Kharif,Radish
88.71,136.66,120.46,5.69,64.12,21.44,Loamy,Kharif,Chilli
108.51,130.08,142.97,5.69,30.82,37.01,Silty,Kharif,Tapioca (Irrigated crops)
67.64,120.93,144.26,7.19,56.43,35.41,Clayey,Zaid,Pumpkin
145.56,85.05,127.08,6.97,30.88,29.05,Sandy,Kharif,Dioscorea
133.8,166.5,71.33,5.51,30.62,18.54,Clayey,Zaid,Cucumber
32.61,150.43,70.41,7.41,67.94,37.42,Clayey,Kharif,Plains
99.98,169.45,110.49,7.02,52.14,37.65,Loamy,Kharif,French beans
32.19,114.03,128.01,7.69,31.68,18.23,Loamy,Kharif,Ash gourd
24.4,154.86,18.0,5.09,30.33,39.38,Sandy,Kharif,Bitter gourd
109.21,106.99,30.43,6.35,31.18,35.17,Clayey,Zaid,Tomato
136.89,123.6,73.37,7.36,61.25,28.29,Clayey,Kharif,Ribbed gourd
79.18,125.97,102.49,6.16,53.78,17.83,Sandy,Kharif,Ribbed gourd
118.3,10.33,145.89,5.77,73.7,19.11,Silty,Kharif,Beetroot
19.8,125.34,63.44,5.68,82.17,36.61,Silty,Kharif,Vegetable cowpea
16.78,15.63,114.93,7.38,66.05,33.76,Clayey,Kharif,Bitter gourd
32.21,143.84,88.3,5.36,57.18,36.55,Loamy,Kharif,Broad beans
105.5,136.5,86.97,7.85,33.54,23.56,Sandy,Kharif,Gherkin
61.77,161.92,20.29,6.59,43.27,25.86,Silty,Kharif,Bellar y onion
102.55,95.83,58.32,5.21,88.73,31.93,Silty,Kharif,Radish
16.64,187.86,85.59,7.7,30.6,20.9,Sandy,Kharif,Bhendi
80.62,183.91,102.79,6.75,62.02,30.4,Loamy,Kharif,Colocasia
67.54,54.82,80.48,7.79,85.97,27.43,Loamy,Kharif,Beetroot
136.96,44.66,42.22,5.08,65.85,20.86,Silty,Kharif,Dioscorea
34.52,147.05,56.83,7.0,56.69,18.9,Sandy,Zaid,Cucumber
108.57,185.85,41.12,5.08,63.76,16.62,Sandy,Kharif,Tapioca (Irrigated crops)
51.72,38.1,105.85,7.79,54.91,32.3,Sandy,Kharif,Plains
135.56,17.37,42.02,6.37,59.35,16.15,Loamy,Kharif,Plains
91.27,181.48,87.59,6.55,86.47,27.77,Silty,Kharif,Chilli
134.78,196.36,100.26,6.81,64.42,22.17,Silty,Kharif,Bellar y onion
54.53,118.09,112.22,5.3,46.95,37.5,Clayey,Kharif,Small onion
104.15,21.1,112.38,5.77,61.23,31.98,Sandy,Kharif,Cluster beans
113.82,109.68,53.34,7.64,44.69,36.87,Silty,Kharif,Bottle gourd
120.01,36.58,83.03,6.11,67.32,17.07,Loamy,Kharif,Colocasia
138.78,169.88,84.85,5.52,50.34,37.68,Clayey,Kharif,Tinda
34.47,110.24,67.25,7.54,56.49,38.76,Silty,Kharif,Tapioca (Irrigated crops)
115.89,21.6,100.43,7.38,65.6,37.75,Sandy,Kharif,Cauliflower (Hills)
63.12,129.9,116.92,6.4,66.36,30.35,Sandy,Kharif,Bottle gourd
18.63,161.37,22.64,5.39,34.04,26.29,Sandy,Rabi,Peas
149.54,126.05,119.42,5.62,32.13,32.38,Clayey,Kharif,Vegetable cowpea
71.43,124.5,102.99,7.72,56.42,25.95,Silty,Kharif,Tinda
108.13,106.1,33.85,6.31,60.37,39.89,Silty,Kharif,Chilli
65.0,162.51,23.77,7.9,62.75,27.43,Sandy,Kharif,Tinda
70.99,65.02,120.1,7.09,32.16,28.54,Silty,Zaid,Tomato
13.63,182.16,122.59,7.29,41.13,20.56,Loamy,Rabi,Peas
40.2,58.45,85.95,7.7,49.87,20.26,Loamy,Kharif,Bitter gourd
137.28,182.25,81.88,7.58,61.35,36.11,Silty,Kharif,Muskmelon
30.74,165.52,56.43,6.07,70.27,18.22,Silty,Kharif,French beans
92.77,179.4,133.33,5.78,35.35,33.34,Sandy,Zaid,Watermelon
16.73,66.57,18.49,7.9,41.35,29.66,Clayey,Kharif,Radish
66.11,100.36,87.42,6.31,48.4,18.0,Loamy,Kharif,Dioscorea
36.08,106.22,113.03,6.48,34.77,25.05,Sandy,Zaid,Watermelon
37.56,171.01,129.42,6.84,71.41,30.24,Sandy,Kharif,Tapioca (Irrigated crops)
147.45,133.03,59.8,7.27,72.62,18.87,Sandy,Kharif,Capsicum
87.45,106.68,142.68,6.55,31.77,19.02,Silty,Kharif,Muskmelon
115.77,129.38,136.08,6.28,84.48,15.54,Silty,Kharif,Bhendi
136.68,55.01,39.99,5.83,64.61,38.88,Clayey,Kharif,Tinda
111.73,56.69,137.55,6.36,50.49,15.71,Sandy,Kharif,Gherkin
142.78,117.38,87.15,5.97,33.13,16.33,Loamy,Kharif,Bitter gourd
21.08,178.33,96.71,6.99,77.13,15.74,Loamy,Kharif,Muskmelon
109.18,63.05,17.12,7.95,77.57,27.18,Clayey,Kharif,Cluster beans
119.42,140.69,110.93,7.18,40.09,22.22,Silty,Kharif,Snake gourd
62.24,114.61,12.47,7.68,69.5,17.38,Loamy,Kharif,Colocasia
131.39,84.21,95.61,7.83,58.4,29.62,Silty,Kharif,Colocasia
50.93,132.62,65.55,7.5,80.91,32.66,Loamy,Rabi,Potato
101.04,44.36,23.13,7.89,59.41,37.56,Loamy,Zaid,Pumpkin
35.44,155.2,61.64,7.85,40.04,39.98,Clayey,Kharif,Capsicum
99.9,119.61,84.45,5.0,84.38,34.44,Clayey,Kharif,Sweet Potato
64.9,67.95,48.78,7.87,80.96,21.47,Loamy,Zaid,Cucumber
61.04,174.04,33.81,6.65,31.81,33.36,Sandy,Kharif,Ash gourd
25.21,106.13,33.42,5.74,70.72,18.84,Loamy,Kharif,Beetroot
112.75,167.54,67.14,6.45,59.11,23.97,Silty,Kharif,Snake gourd
83.83,56.49,49.5,7.39,76.57,39.28,Clayey,Rabi,Potato
137.5,101.21,22.82,7.49,30.36,38.46,Clayey,Kharif,Cabbage (Hills)
53.76,116.57,37.03,5.45,78.61,39.45,Silty,Kharif,Bhendi
34.9,125.65,79.36,5.45,59.02,16.56,Loamy,Kharif,Broad beans
81.22,20.93,75.22,5.08,35.04,23.26,Clayey,Kharif,Ash gourd
54.8,118.17,125.98,5.78,80.43,27.06,Loamy,Rabi,Potato
92.21,129.29,13.53,7.37,74.82,31.79,Silty,Kharif,Broad beans
93.86,158.79,63.44,7.55,33.16,25.76,Loamy,Kharif,Bottle gourd
11.26,139.53,137.93,6.02,57.92,28.2,Clayey,Kharif,Tapioca (Irrigated crops)
140.19,188.92,25.12,6.37,50.41,29.26,Sandy,Kharif,Vegetable cowpea
88.44,31.15,45.89,7.6,71.19,22.79,Sandy,Rabi,Potato
114.18,165.0,61.37,7.71,46.71,20.14,Loamy,Kharif,Capsicum
118.44,23.43,144.01,7.92,52.21,22.98,Loamy,Kharif,Bhendi
91.25,126.67,143.87,6.08,53.0,22.71,Sandy,Zaid,Cucumber
111.61,157.81,33.35,6.92,35.1,38.55,Silty,Zaid,Tomato
130.96,159.33,122.96,7.28,78.18,27.11,Loamy,Kharif,Bitter gourd
101.17,147.51,117.34,7.13,73.56,30.13,Clayey,Kharif,Cauliflower (Hills)
45.04,165.01,31.0,7.65,38.51,23.55,Sandy,Kharif,Vegetable cowpea
100.24,48.51,147.87,7.37,87.39,33.9,Clayey,Kharif,Snake gourd
68.6,33.06,32.89,5.46,45.61,16.23,Silty,Kharif,Cabbage (Hills)
30.03,136.34,70.41,5.64,52.27,32.52,Clayey,Kharif,Cabbage (Hills)
137.37,199.4,101.47,6.17,35.02,27.28,Sandy,Kharif,Beetroot
96.43,61.89,72.21,7.96,66.2,35.37,Sandy,Kharif,Gherkin
33.9,192.67,29.32,7.15,75.29,35.3,Silty,Kharif,French beans
111.79,179.86,17.51,5.41,39.41,19.08,Loamy,Kharif,Beetroot
76.75,68.0,81.68,5.2,32.64,28.41,Silty,Kharif,Broad beans
149.54,178.34,88.76,6.22,74.73,33.64,Clayey,Kharif,Cluster beans
142.95,155.89,94.03,7.91,71.3,29.89,Loamy,Kharif,Chilli
79.44,46.37,45.0,7.83,78.32,36.36,Sandy,Kharif,Tapioca (Irrigated crops)
115.52,172.04,83.88,7.57,60.55,21.12,Loamy,Kharif,Tapioca (Irrigated crops)
111.73,123.86,148.73,7.36,76.24,38.24,Sandy,Kharif,Bottle gourd
82.4,132.89,66.31,7.06,57.36,15.92,Silty,Rabi,Potato
124.28,21.77,102.64,6.48,79.31,29.5,Sandy,Kharif,Capsicum
75.3,52.31,21.06,6.05,89.66,29.23,Clayey,Kharif,Small onion
49.47,52.9,94.49,6.88,31.57,38.95,Sandy,Kharif,Vegetable cowpea
48.64,86.05,20.57,6.64,40.93,15.63,Loamy,Kharif,Chow chow
119.34,116.68,119.65,5.84,70.95,35.13,Sandy,Kharif,Dioscorea
123.55,152.52,34.18,5.07,62.48,27.64,Clayey,Kharif,Capsicum
97.5,37.29,149.02,6.95,88.64,15.93,Clayey,Kharif,Chow chow
19.66,38.62,78.9,5.77,74.67,24.77,Clayey,Kharif,Sweet Potato
67.89,19.95,132.57,7.39,59.05,26.06,Loamy,Kharif,Broad beans
105.63,149.79,128.9,6.31,46.77,35.0,Silty,Kharif,Tapioca (Irrigated crops)
142.45,192.24,103.66,5.67,40.72,32.48,Sandy,Kharif,Radish
130.4,155.16,90.3,6.31,66.96,33.37,Clayey,Kharif,Snake gourd
140.7,74.5,43.35,5.65,57.65,36.71,Silty,Kharif,Radish
118.4,134.7,64.37,6.59,36.96,24.28,Loamy,Kharif,Cabbage (Hills)
100.68,11.27,40.92,6.63,37.58,31.28,Loamy,Zaid,Pumpkin
74.12,27.77,124.93,7.84,82.96,18.41,Sandy,Kharif,Beetroot
22.1,189.3,130.22,5.76,71.4,22.02,Loamy,Kharif,Muskmelon
112.08,79.5,119.79,6.77,73.21,17.73,Clayey,Rabi,Potato
83.35,36.42,96.3,5.61,59.44,20.12,Loamy,Kharif,French beans
143.43,51.76,106.88,6.29,52.85,21.81,Silty,Kharif,Snake gourd
111.85,45.45,11.15,6.09,66.4,39.28,Loamy,Kharif,Muskmelon
116.48,17.58,45.52,5.52,80.2,20.11,Clayey,Kharif,Ribbed gourd
112.1,36.58,33.21,7.86,59.79,37.07,Loamy,Zaid,Watermelon
68.37,161.55,145.03,5.08,58.16,24.39,Loamy,Kharif,Tinda
124.9,42.85,49.65,7.32,88.4,34.97,Loamy,Kharif,Plains
33.18,19.95,84.92,7.66,58.62,39.88,Sandy,Kharif,Cauliflower (Hills)
117.95,124.28,91.11,6.14,53.28,21.43,Silty,Zaid,Tomato
147.71,23.17,33.56,5.49,82.14,33.08,Loamy,Zaid,Tomato
129.05,74.56,82.43,5.51,58.58,27.33,Sandy,Kharif,Tapioca (Irrigated crops)
143.58,185.05,44.09,6.48,76.98,20.7,Silty,Zaid,Pumpkin
132.8,169.57,92.71,6.35,37.87,16.18,Clayey,Rabi,Peas
123.37,144.91,30.53,7.95,67.34,37.66,Clayey,Kharif,Colocasia
49.25,153.96,123.35,6.79,47.24,35.85,Clayey,Kharif,Ash gourd
138.97,50.74,49.52,7.94,83.48,23.2,Sandy,Kharif,Muskmelon
122.4,93.65,125.22,6.32,39.84,19.73,Clayey,Kharif,Cabbage (Hills)
138.87,145.56,26.29,6.15,87.31,19.99,Sandy,Kharif,Tinda
47.9,42.15,109.05,5.28,77.39,22.68,Clayey,Kharif,Plains
13.49,117.04,132.92,6.16,47.56,19.8,Sandy,Kharif,Cabbage (Hills)
86.71,68.66,128.82,5.96,77.78,35.48,Loamy,Kharif,Bottle gourd
82.61,22.82,112.01,5.21,79.35,24.14,Clayey,Zaid,Watermelon
29.82,127.18,90.59,5.56,30.92,38.34,Clayey,Kharif,Chilli
64.06,88.43,145.4,5.88,73.0,17.01,Clayey,Kharif,Ash gourd
87.42,58.34,102.85,7.06,75.69,23.25,Loamy,Zaid,Watermelon
118.31,165.85,70.36,7.36,48.09,21.03,Clayey,Kharif,Gherkin
134.55,187.03,20.73,6.46,41.25,18.22,Clayey,Kharif,Broad beans
90.86,44.58,62.77,7.58,87.47,22.22,Clayey,Kharif,Capsicum
138.02,138.91,68.09,5.38,63.4,23.56,Silty,Kharif,Capsicum
120.01,26.8,87.84,7.29,65.32,15.79,Sandy,Zaid,Cucumber
126.39,184.91,38.14,6.21,71.07,37.17,Sandy,Kharif,Chow chow
121.33,83.84,12.46,5.88,72.12,21.06,Loamy,Kharif,Tapioca (Irrigated crops)
139.31,157.58,50.62,6.01,41.23,37.89,Clayey,Kharif,Ash gourd
69.99,160.67,66.4,5.01,38.85,23.67,Sandy,Kharif,Cluster beans
73.54,176.26,86.74,7.37,70.64,35.15,Sandy,Kharif,Baby corn
25.96,147.12,57.42,5.68,79.8,19.08,Sandy,Kharif,Plains
143.17,40.93,100.58,6.81,30.28,37.6,Sandy,Kharif,Chow chow
52.92,12.72,107.17,7.84,82.15,25.84,Silty,Kharif,Bhendi
144.99,155.74,58.03,5.05,72.42,32.88,Clayey,Kharif,Ribbed gourd
138.55,70.35,129.4,6.53,69.55,25.75,Sandy,Kharif,Ribbed gourd
102.4,25.85,113.72,7.64,82.15,20.27,Silty,Kharif,Plains
97.54,27.29,141.12,7.44,71.56,29.63,Loamy,Kharif,Plains
68.51,166.43,72.65,7.24,47.75,37.42,Sandy,Zaid,Pumpkin
74.66,163.37,95.79,6.68,62.09,31.75,Clayey,Kharif,Colocasia
135.8,39.09,116.51,7.68,30.67,23.33,Sandy,Kharif,Bhendi
10.87,128.72,123.92,6.82,55.77,29.77,Silty,Kharif,Sweet Potato
122.94,55.5,149.14,5.67,56.26,36.79,Silty,Kharif,Sweet Potato
75.24,69.22,91.83,5.51,74.36,16.12,Clayey,Kharif,Baby corn
93.28,167.55,95.92,7.58,82.08,15.93,Loamy,Kharif,Cauliflower (Hills)
129.05,104.08,106.47,6.9,84.9,39.46,Clayey,Kharif,Cabbage (Hills)
123.13,63.7,13.46,5.68,74.01,16.69,Sandy,Kharif,Sweet Potato
127.2,147.45,141.58,7.75,47.35,28.31,Loamy,Kharif,Snake gourd
76.97,52.65,86.21,6.77,34.65,35.45,Clayey,Kharif,Cluster beans
102.75,195.78,120.5,6.2,38.42,16.56,Loamy,Kharif,Bellar y onion
37.89,32.57,106.51,5.35,82.8,32.9,Loamy,Kharif,Colocasia
73.57,141.0,87.5,6.95,60.91,31.96,Silty,Kharif,Cluster beans
145.07,41.5,107.94,7.44,50.57,28.36,Clayey,Rabi,Peas
86.57,72.74,34.16,7.33,36.7,17.13,Sandy,Kharif,Sweet Potato
58.06,33.15,124.41,7.75,77.48,29.3,Silty,Rabi,Potato
99.23,60.29,100.6,5.35,53.16,35.33,Clayey,Rabi,Peas
130.48,130.01,115.01,7.47,41.54,16.1,Loamy,Kharif,Sweet Potato
135.55,15.95,66.54,7.29,83.27,22.61,Sandy,Kharif,Vegetable cowpea
45.02,25.73,53.3,7.64,59.65,21.87,Silty,Kharif,Cabbage (Hills)
100.69,96.53,27.77,7.79,61.9,28.52,Sandy,Kharif,Muskmelon
42.68,39.99,140.18,7.91,54.98,35.53,Sandy,Kharif,Muskmelon
33.83,89.55,43.86,6.27,71.28,35.02,Silty,Kharif,Broad beans
121.11,114.64,111.43,6.13,56.84,38.27,Loamy,Kharif,Tinda
122.38,42.92,27.93,7.97,47.48,31.53,Clayey,Kharif,Cauliflower (Hills)
115.97,85.82,149.71,7.52,82.67,23.02,Sandy,Zaid,Tomato
46.94,149.52,98.48,7.18,35.54,15.1,Sandy,Kharif,Chilli
18.35,61.45,34.47,5.43,73.62,22.99,Sandy,Kharif,Broad beans
83.64,132.54,87.57,6.71,67.41,21.39,Sandy,Kharif,Muskmelon
65.84,191.93,149.99,6.53,48.48,27.24,Loamy,Zaid,Watermelon
81.45,23.3,96.58,5.09,59.2,32.57,Sandy,Kharif,Chilli
147.84,82.67,145.03,5.73,43.95,35.06,Clayey,Kharif,Bitter gourd
148.35,44.76,121.39,7.47,42.19,21.52,Clayey,Kharif,Vegetable cowpea
90.45,128.31,115.49,7.94,89.81,31.32,Loamy,Zaid,Pumpkin
143.71,147.42,135.12,7.74,80.5,22.82,Loamy,Kharif,Sweet Potato
87.74,105.62,108.86,7.52,89.3,30.52,Clayey,Kharif,Cabbage (Hills)
136.21,35.2,94.15,5.91,44.51,24.27,Silty,Zaid,Cucumber
10.45,107.54,67.95,6.9,82.58,17.09,Loamy,Kharif,Colocasia
133.22,33.13,28.93,6.43,60.47,24.55,Silty,Kharif,Muskmelon
70.15,88.77,130.51,6.98,88.53,23.41,Sandy,Kharif,Muskmelon
18.33,159.46,69.93,5.29,45.89,34.34,Sandy,Kharif,Capsicum
122.85,72.39,45.81,7.8,76.06,33.53,Silty,Kharif,Cluster beans
133.85,45.26,87.95,7.01,80.59,31.89,Silty,Kharif,Tapioca (Irrigated crops)
64.13,100.41,48.48,6.28,77.52,29.95,Silty,Kharif,Tinda
44.91,40.75,82.95,6.5,33.13,25.64,Sandy,Kharif,Colocasia
138.37,51.7,45.74,7.14,31.99,28.95,Loamy,Kharif,Small onion
147.53,24.9,77.69,6.73,44.14,21.44,Loamy,Kharif,French beans
21.25,96.56,128.76,7.57,70.18,38.74,Clayey,Kharif,Tapioca (Irrigated crops)
15.88,116.84,108.4,5.59,88.13,28.82,Loamy,Kharif,Cauliflower (Hills)
109.16,189.68,128.08,7.28,79.09,35.66,Sandy,Kharif,Baby corn
49.07,33.06,44.59,5.06,47.72,36.45,Silty,Kharif,Bitter gourd
114.6,18.72,68.06,6.03,87.11,27.0,Silty,Kharif,Baby corn
81.77,148.82,99.04,7.57,58.42,30.32,Clayey,Kharif,Plains
94.53,16.95,39.95,7.37,76.58,39.96,Clayey,Kharif,Vegetable cowpea
81.95,161.64,52.87,6.92,71.77,20.91,Sandy,Kharif,Plains
53.5,13.12,103.39,6.18,58.8,20.55,Clayey,Kharif,Cabbage (Hills)
26.6,109.75,123.21,5.88,75.17,27.84,Clayey,Kharif,Cauliflower (Hills)
41.89,172.49,101.22,6.29,48.41,30.7,Clayey,Kharif,French beans
50.05,46.44,70.75,5.12,68.66,33.51,Silty,Rabi,Peas
13.18,98.18,40.06,7.38,86.45,33.74,Loamy,Kharif,Bottle gourd
85.02,197.98,122.91,7.31,57.03,29.19,Loamy,Kharif,Tinda
62.01,48.6,28.68,7.0,58.51,17.09,Loamy,Kharif,Muskmelon
12.78,52.55,93.9,5.26,75.0,21.43,Loamy,Zaid,Pumpkin
90.18,17.82,115.95,7.86,71.55,20.67,Silty,Kharif,Bhendi
21.62,124.75,36.95,5.01,63.62,24.83,Clayey,Zaid,Pumpkin
34.48,88.95,28.26,5.51,59.5,37.66,Sandy,Rabi,Potato
100.95,145.63,110.54,6.66,82.73,19.81,Sandy,Kharif,Ribbed gourd
129.47,164.09,68.54,6.33,89.53,26.11,Loamy,Kharif,Snake gourd
10.24,66.49,26.48,5.96,69.01,15.15,Loamy,Kharif,Plains
95.23,33.11,104.12,5.46,76.78,20.82,Loamy,Kharif,Chilli
64.65,109.42,145.25,7.9,53.18,15.89,Sandy,Kharif,Plains
18.87,33.39,76.47,6.52,58.24,20.61,Silty,Kharif,Bottle gourd
11.65,54.88,18.99,5.66,53.06,37.46,Silty,Kharif,Dioscorea
133.27,126.99,105.63,7.97,48.66,23.34,Loamy,Kharif,Baby corn
43.83,174.7,113.03,7.64,47.07,34.65,Silty,Kharif,Muskmelon
73.28,125.75,95.0,6.73,69.5,34.5,Clayey,Rabi,Potato
32.12,80.54,26.47,7.84,76.33,21.56,Loamy,Kharif,Radish
56.65,87.82,52.58,7.55,56.33,18.08,Loamy,Kharif,Small onion
113.53,18.42,65.16,7.53,41.26,35.09,Silty,Rabi,Peas
80.17,160.15,51.47,7.44,33.69,37.44,Silty,Kharif,Vegetable cowpea
81.96,15.76,115.18,6.2,43.99,24.33,Sandy,Kharif,Baby corn
64.89,125.55,74.71,5.6,57.3,29.43,Clayey,Kharif,Colocasia
121.75,116.36,103.07,6.75,33.91,34.81,Silty,Kharif,Tinda
99.41,144.35,43.01,5.34,87.41,31.41,Sandy,Kharif,Bottle gourd
83.43,61.72,90.15,6.82,57.06,27.19,Loamy,Zaid,Tomato
10.42,65.61,91.36,5.94,72.34,22.5,Sandy,Kharif,Bottle gourd
130.62,184.25,50.84,6.4,32.33,34.69,Silty,Zaid,Tomato
47.22,118.44,39.12,6.33,31.7,39.68,Sandy,Kharif,Bhendi
133.08,179.1,54.75,7.06,35.04,15.29,Loamy,Kharif,Gherkin
134.72,96.64,56.97,5.76,73.92,23.57,Loamy,Kharif,Snake gourd
140.03,130.48,100.19,5.03,79.43,16.33,Clayey,Kharif,Radish
141.35,154.67,71.04,6.81,75.18,34.63,Sandy,Kharif,Tinda
17.66,184.38,35.58,5.79,50.54,38.24,Sandy,Rabi,Potato
82.28,104.97,43.89,5.15,49.96,37.2,Loamy,Kharif,Bellar y onion
30.69,52.16,27.89,7.81,78.45,23.94,Silty,Kharif,Ribbed gourd
70.64,67.17,46.84,5.72,65.1,19.63,Silty,Kharif,Colocasia
114.48,99.4,126.22,5.44,31.81,33.24,Sandy,Zaid,Tomato
59.69,17.54,136.32,7.8,81.74,17.39,Silty,Kharif,Dioscorea
47.08,145.09,140.62,6.57,64.07,15.92,Sandy,Kharif,Small onion
83.27,116.56,46.6,6.27,86.42,17.0,Clayey,Kharif,Baby corn
141.53,79.6,92.01,6.38,78.68,16.94,Sandy,Zaid,Cucumber
89.4,89.18,63.38,7.8,34.83,25.5,Loamy,Rabi,Peas
47.75,118.95,135.98,6.1,54.94,21.01,Loamy,Kharif,Broad beans
108.64,171.38,131.52,6.46,65.85,27.67,Sandy,Kharif,Radish
109.26,34.67,119.09,5.91,39.96,31.82,Clayey,Kharif,Plains
117.22,179.84,124.7,6.46,76.18,36.64,Silty,Kharif,Ash gourd
12.31,187.93,142.69,6.69,82.04,25.17,Loamy,Kharif,Cauliflower (Hills)
27.1,181.41,142.05,7.19,55.05,33.76,Sandy,Rabi,Peas
49.79,93.77,22.26,7.29,60.37,35.43,Sandy,Kharif,Tapioca (Irrigated crops)
73.93,92.95,124.57,7.1,32.72,26.12,Clayey,Kharif,Chow chow
59.11,178.91,118.34,7.4,40.72,37.1,Silty,Kharif,Plains
95.82,195.1,37.5,6.38,72.02,27.81,Sandy,Kharif,Dioscorea
67.91,80.5,12.97,7.9,71.0,27.63,Clayey,Kharif,Capsicum
72.47,165.9,133.03,6.02,62.22,29.41,Clayey,Kharif,Muskmelon
102.08,95.99,25.37,6.07,40.64,25.23,Silty,Rabi,Potato
111.65,87.07,30.15,7.23,85.37,28.13,Silty,Kharif,Baby corn
139.39,111.32,95.68,5.25,31.67,25.32,Sandy,Kharif,Cluster beans
136.64,148.69,56.61,6.55,74.32,15.38,Sandy,Zaid,Pumpkin
73.15,137.83,115.74,7.8,40.8,32.22,Clayey,Kharif,Ribbed gourd
72.5,134.92,87.13,6.77,75.24,38.75,Sandy,Kharif,Bitter gourd
74.25,38.84,81.56,7.2,89.12,20.23,Sandy,Kharif,Bhendi
14.85,41.85,90.85,6.83,67.75,18.3,Silty,Kharif,Plains
128.84,188.73,40.05,7.7,89.27,17.13,Silty,Kharif,Baby corn
144.73,17.6,77.16,7.24,61.37,20.98,Sandy,Kharif,Cabbage (Hills)
117.37,197.04,130.28,5.4,62.76,23.48,Sandy,Kharif,Cluster beans
39.28,60.74,119.07,7.27,55.25,30.76,Sandy,Kharif,Vegetable cowpea
